CODES,DATES,SeqOpenPrice,SeqClosePrice,SeqHighPrice,SeqLowPrice,SeqAvgPrice,SeqRiseAndFall,SeqUpAndDowns,SeqTurnoverVolume,SeqTurnoverValue,SeqTurnoverRate,SeqPrevClosePrice
000403.SZ,2010-01-04,,,,,,,,,,,
000403.SZ,2010-01-05,,,,,,,,,,,
000403.SZ,2010-01-06,,,,,,,,,,,
000403.SZ,2010-01-07,,,,,,,,,,,
000403.SZ,2010-01-08,,,,,,,,,,,
000403.SZ,2010-01-11,,,,,,,,,,,
000403.SZ,2010-01-12,,,,,,,,,,,
000403.SZ,2010-01-13,,,,,,,,,,,
000403.SZ,2010-01-14,,,,,,,,,,,
000403.SZ,2010-01-15,,,,,,,,,,,
000403.SZ,2010-01-18,,,,,,,,,,,
000403.SZ,2010-01-19,,,,,,,,,,,
000403.SZ,2010-01-20,,,,,,,,,,,
000403.SZ,2010-01-21,,,,,,,,,,,
000403.SZ,2010-01-22,,,,,,,,,,,
000403.SZ,2010-01-25,,,,,,,,,,,
000403.SZ,2010-01-26,,,,,,,,,,,
000403.SZ,2010-01-27,,,,,,,,,,,
000403.SZ,2010-01-28,,,,,,,,,,,
000403.SZ,2010-01-29,,,,,,,,,,,
000403.SZ,2010-02-01,,,,,,,,,,,
000403.SZ,2010-02-02,,,,,,,,,,,
000403.SZ,2010-02-03,,,,,,,,,,,
000403.SZ,2010-02-04,,,,,,,,,,,
000403.SZ,2010-02-05,,,,,,,,,,,
000403.SZ,2010-02-08,,,,,,,,,,,
000403.SZ,2010-02-09,,,,,,,,,,,
000403.SZ,2010-02-10,,,,,,,,,,,
000403.SZ,2010-02-11,,,,,,,,,,,
000403.SZ,2010-02-12,,,,,,,,,,,
000403.SZ,2010-02-22,,,,,,,,,,,
000403.SZ,2010-02-23,,,,,,,,,,,
000403.SZ,2010-02-24,,,,,,,,,,,
000403.SZ,2010-02-25,,,,,,,,,,,
000403.SZ,2010-02-26,,,,,,,,,,,
000403.SZ,2010-03-01,,,,,,,,,,,
000403.SZ,2010-03-02,,,,,,,,,,,
000403.SZ,2010-03-03,,,,,,,,,,,
