CODES,DATES,SeqOpenPrice,SeqClosePrice,SeqHighPrice,SeqLowPrice,SeqAvgPrice,SeqRiseAndFall,SeqUpAndDowns,SeqTurnoverVolume,SeqTurnoverValue,SeqTurnoverRate,SeqPrevClosePrice
000038.SZ,2010-01-04,,,,,,,,,,,
000038.SZ,2010-01-05,,,,,,,,,,,
000038.SZ,2010-01-06,,,,,,,,,,,
000038.SZ,2010-01-07,,,,,,,,,,,
000038.SZ,2010-01-08,,,,,,,,,,,
000038.SZ,2010-01-11,,,,,,,,,,,
000038.SZ,2010-01-12,,,,,,,,,,,
000038.SZ,2010-01-13,,,,,,,,,,,
000038.SZ,2010-01-14,,,,,,,,,,,
000038.SZ,2010-01-15,,,,,,,,,,,
000038.SZ,2010-01-18,,,,,,,,,,,
000038.SZ,2010-01-19,,,,,,,,,,,
000038.SZ,2010-01-20,,,,,,,,,,,
000038.SZ,2010-01-21,,,,,,,,,,,
000038.SZ,2010-01-22,,,,,,,,,,,
000038.SZ,2010-01-25,,,,,,,,,,,
000038.SZ,2010-01-26,,,,,,,,,,,
000038.SZ,2010-01-27,,,,,,,,,,,
000038.SZ,2010-01-28,,,,,,,,,,,
000038.SZ,2010-01-29,,,,,,,,,,,
000038.SZ,2010-02-01,,,,,,,,,,,
000038.SZ,2010-02-02,,,,,,,,,,,
000038.SZ,2010-02-03,,,,,,,,,,,
000038.SZ,2010-02-04,,,,,,,,,,,
000038.SZ,2010-02-05,,,,,,,,,,,
000038.SZ,2010-02-08,,,,,,,,,,,
000038.SZ,2010-02-09,,,,,,,,,,,
000038.SZ,2010-02-10,,,,,,,,,,,
000038.SZ,2010-02-11,,,,,,,,,,,
000038.SZ,2010-02-12,,,,,,,,,,,
000038.SZ,2010-02-22,,,,,,,,,,,
000038.SZ,2010-02-23,,,,,,,,,,,
000038.SZ,2010-02-24,,,,,,,,,,,
000038.SZ,2010-02-25,,,,,,,,,,,
000038.SZ,2010-02-26,,,,,,,,,,,
000038.SZ,2010-03-01,,,,,,,,,,,
000038.SZ,2010-03-02,,,,,,,,,,,
000038.SZ,2010-03-03,,,,,,,,,,,
000038.SZ,2010-03-04,,,,,,,,,,,
000038.SZ,2010-03-05,,,,,,,,,,,
000038.SZ,2010-03-08,,,,,,,,,,,
000038.SZ,2010-03-09,,,,,,,,,,,
000038.SZ,2010-03-10,,,,,,,,,,,
000038.SZ,2010-03-11,,,,,,,,,,,
000038.SZ,2010-03-12,,,,,,,,,,,
000038.SZ,2010-03-15,,,,,,,,,,,
000038.SZ,2010-03-16,,,,,,,,,,,
000038.SZ,2010-03-17,,,,,,,,,,,
000038.SZ,2010-03-18,,,,,,,,,,,
000038.SZ,2010-03-19,,,,,,,,,,,
000038.SZ,2010-03-22,,,,,,,,,,,
000038.SZ,2010-03-23,,,,,,,,,,,
000038.SZ,2010-03-24,,,,,,,,,,,
000038.SZ,2010-03-25,,,,,,,,,,,
000038.SZ,2010-03-26,,,,,,,,,,,
000038.SZ,2010-03-29,,,,,,,,,,,
000038.SZ,2010-03-30,,,,,,,,,,,
000038.SZ,2010-03-31,,,,,,,,,,,
000038.SZ,2010-04-01,,,,,,,,,,,
000038.SZ,2010-04-02,,,,,,,,,,,
000038.SZ,2010-04-06,,,,,,,,,,,
000038.SZ,2010-04-07,,,,,,,,,,,
000038.SZ,2010-04-08,,,,,,,,,,,
000038.SZ,2010-04-09,,,,,,,,,,,
000038.SZ,2010-04-12,,,,,,,,,,,
000038.SZ,2010-04-13,,,,,,,,,,,
000038.SZ,2010-04-14,,,,,,,,,,,
000038.SZ,2010-04-15,,,,,,,,,,,
000038.SZ,2010-04-16,,,,,,,,,,,
000038.SZ,2010-04-19,,,,,,,,,,,
000038.SZ,2010-04-20,,,,,,,,,,,
000038.SZ,2010-04-21,,,,,,,,,,,
000038.SZ,2010-04-22,,,,,,,,,,,
000038.SZ,2010-04-23,,,,,,,,,,,
000038.SZ,2010-04-26,,,,,,,,,,,
000038.SZ,2010-04-27,,,,,,,,,,,
000038.SZ,2010-04-28,,,,,,,,,,,
000038.SZ,2010-04-29,,,,,,,,,,,
000038.SZ,2010-04-30,,,,,,,,,,,
000038.SZ,2010-05-04,,,,,,,,,,,
000038.SZ,2010-05-05,,,,,,,,,,,
000038.SZ,2010-05-06,,,,,,,,,,,
000038.SZ,2010-05-07,,,,,,,,,,,
000038.SZ,2010-05-10,,,,,,,,,,,
000038.SZ,2010-05-11,,,,,,,,,,,
000038.SZ,2010-05-12,,,,,,,,,,,
000038.SZ,2010-05-13,,,,,,,,,,,
000038.SZ,2010-05-14,,,,,,,,,,,
000038.SZ,2010-05-17,,,,,,,,,,,
000038.SZ,2010-05-18,,,,,,,,,,,
000038.SZ,2010-05-19,,,,,,,,,,,
000038.SZ,2010-05-20,,,,,,,,,,,
000038.SZ,2010-05-21,,,,,,,,,,,
000038.SZ,2010-05-24,,,,,,,,,,,
000038.SZ,2010-05-25,,,,,,,,,,,
000038.SZ,2010-05-26,,,,,,,,,,,
000038.SZ,2010-05-27,,,,,,,,,,,
